Plate,Well,Characteristics [Organism 1],Term Source 1 REF,Term Source 1 Accession,Characteristics [Organism 2],Term Source 2 REF,Term Source 2 Accession,Characteristics [Cell Line],Term Source 3 REF,Term Source 3 Accession,Compound Name,Compound SMILES,Compound IUPAC Name,Compound PubChem CID,Compound PubChem URL,Compound Unichem URL,Compound InChIKey,Compound Broad Identifier,Control Type,Quality Control,Channels,Percentage Inhibition (DPC),Hit Compound (over 75% activity),Phenotype Annotation Level,Number of Cells (DPC)
20200313_CoV-2_P30,G8,Homo sapiens,NCBITaxon,NCBITaxon_9606 ,Severe acute respiratory syndrome coronavirus 2,NCBITaxon,NCBITaxon_2697049,Caco-2 ,EFO,EFO_0001099,S-14506,COC1=CC2=C(C=CC=C2C=C1)N1CCN(CCNC(=O)C2=CC=C(F)C=C2)CC1,4-Fluoro-N-[2-[4-(7-methoxy-1-naphthalenyl)-1-piperazinyl]ethyl]benzamide hydrochloride,131906,https://pubchem.ncbi.nlm.nih.gov/compound/131906,https://www.ebi.ac.uk/unichem/rest/inchikey/IFMQODYDAUKKEN-UHFFFAOYSA-N,IFMQODYDAUKKEN-UHFFFAOYSA-N,"BRD-K46766488-003-03-8,BRD-K46766488-003-04-9,BRD-K46766488-003-02-0",,pass,cell body,"9,65",no,well level,8400
20200313_CoV-2_P30,G9,Homo sapiens,NCBITaxon,NCBITaxon_9606 ,Severe acute respiratory syndrome coronavirus 2,NCBITaxon,NCBITaxon_2697049,Caco-2 ,EFO,EFO_0001099,Thiamine pyrophosphate chloride,Cc1ncc(C[n+]2csc(CCOP(=O)(O)OP(=O)(O)O)c2C)c(N)n1,2-[3-[(4-amino-2-methyl-pyrimidin-5-yl)methyl]-4-methyl-thiazol-3-ium-5-yl]ethyl phosphono hydrogen phosphate,1132,https://pubchem.ncbi.nlm.nih.gov/compound/1132,https://www.ebi.ac.uk/unichem/rest/inchikey/AYEKOFBPNLCAJY-UHFFFAOYSA-O,AYEKOFBPNLCAJY-UHFFFAOYSA-O,BRD-A09994331-003-02-4,,pass,cell body,"6,74",no,well level,7785
20200313_CoV-2_P30,G10,Homo sapiens,NCBITaxon,NCBITaxon_9606 ,Severe acute respiratory syndrome coronavirus 2,NCBITaxon,NCBITaxon_2697049,Caco-2 ,EFO,EFO_0001099,0,CCCCCCCCCCCCCCCCCCCCCCCCC(=O)O,pentacosanoic acid,10468,https://pubchem.ncbi.nlm.nih.gov/compound/10468,https://www.ebi.ac.uk/unichem/rest/inchikey/MWMPEAHGUXCSMY-UHFFFAOYSA-N,MWMPEAHGUXCSMY-UHFFFAOYSA-N,BRD-K48996094-001-01-3,,pass,cell body,"-7,43",no,well level,4791
20200313_CoV-2_P30,G11,Homo sapiens,NCBITaxon,NCBITaxon_9606 ,Severe acute respiratory syndrome coronavirus 2,NCBITaxon,NCBITaxon_2697049,Caco-2 ,EFO,EFO_0001099,parbendazole,CCCCc1ccc2[nH]c(NC(=O)OC)nc2c1,methyl N-(5-butyl-1H-benzimidazol-2-yl)carbamate,26596,https://pubchem.ncbi.nlm.nih.gov/compound/26596,https://www.ebi.ac.uk/unichem/rest/inchikey/YRWLZFXJFBZBEY-UHFFFAOYSA-N,YRWLZFXJFBZBEY-UHFFFAOYSA-N,BRD-K02407574-001-09-7,,pass,cell body,"6,87",no,well level,7813
20200313_CoV-2_P30,G12,Homo sapiens,NCBITaxon,NCBITaxon_9606 ,Severe acute respiratory syndrome coronavirus 2,NCBITaxon,NCBITaxon_2697049,Caco-2 ,EFO,EFO_0001099,,,,,,,,,positive,pass,cell body,"97,56",control,well level,26970
20200313_CoV-2_P30,H1,Homo sapiens,NCBITaxon,NCBITaxon_9606 ,Severe acute respiratory syndrome coronavirus 2,NCBITaxon,NCBITaxon_2697049,Caco-2 ,EFO,EFO_0001099,CCT-031374,O=C(C4=CC=C(C5=CC=CC=C5)C=C4)CN1C3=C(C=CC=C3)N2C1=NCC2,"1-[1,1'-Biphenyl]-4-yl-2-(2,3-dihydro-9H-imidazo[1,2-a]benzimidazol-9-yl)ethanone hydrobromide",2853753,https://pubchem.ncbi.nlm.nih.gov/compound/2853753,https://www.ebi.ac.uk/unichem/rest/inchikey/JPCYSKNELCOPKJ-UHFFFAOYSA-N,JPCYSKNELCOPKJ-UHFFFAOYSA-N,"BRD-K90999434-004-02-9,BRD-K90999434-004-01-7",,pass,cell body,"48,1",no,well level,16522
20200313_CoV-2_P30,H2,Homo sapiens,NCBITaxon,NCBITaxon_9606 ,Severe acute respiratory syndrome coronavirus 2,NCBITaxon,NCBITaxon_2697049,Caco-2 ,EFO,EFO_0001099,SR-59230A,O[C@@H](CN[C@H]2CCCC3=C2C=CC=C3)COC1=C(CC)C=CC=C1,"1-(2-Ethylphenoxy)-3-[[(1S)-1,2,3,4-tetrahydro-1-naphthalenyl]amino]-(2S)-2-propanol hydrochloride",5311452,https://pubchem.ncbi.nlm.nih.gov/compound/5311452,https://www.ebi.ac.uk/unichem/rest/inchikey/VFDHMSXXELYMRW-ICSRJNTNSA-N,VFDHMSXXELYMRW-ICSRJNTNSA-N,"BRD-K35430135-003-03-1,BRD-K35430135-003-06-9,BRD-K35430135-003-02-3",,pass,cell body,"57,33",no,well level,18472
20200313_CoV-2_P30,H3,Homo sapiens,NCBITaxon,NCBITaxon_9606 ,Severe acute respiratory syndrome coronavirus 2,NCBITaxon,NCBITaxon_2697049,Caco-2 ,EFO,EFO_0001099,iCRT-14,CC(N(C4=CN=CC=C4)C(C)=C3)=C3/C=C(SC2=O)/C(N2C1=CC=CC=C1)=O,"5-[[2,5-Dimethyl-1-(3-pyridinyl)-1H-pyrrol-3-yl]methylene]-3-phenyl-2,4-thiazolidinedion",5967294,https://pubchem.ncbi.nlm.nih.gov/compound/5967294,https://www.ebi.ac.uk/unichem/rest/inchikey/NCSHZXNGQYSKLR-UNOMPAQXSA-N,NCSHZXNGQYSKLR-UNOMPAQXSA-N,"BRD-K18634484-001-01-4,BRD-K18634484-001-02-9",,pass,cell body,"82,54",yes,well level,23797
20200313_CoV-2_P30,H4,Homo sapiens,NCBITaxon,NCBITaxon_9606 ,Severe acute respiratory syndrome coronavirus 2,NCBITaxon,NCBITaxon_2697049,Caco-2 ,EFO,EFO_0001099,CP-99994,COC(C=CC=C3)=C3CN[C@@H]1[C@H]([C@]2=CC=CC=C2)NCCC1,"(2S,3S)-N-[(2-Methoxyphenyl)methyl]-2-phenyl-3-piperidinamine dihydrochloride",5311057,https://pubchem.ncbi.nlm.nih.gov/compound/5311057,https://www.ebi.ac.uk/unichem/rest/inchikey/DTQNEFOKTXXQKV-HKUYNNGSSA-N,DTQNEFOKTXXQKV-HKUYNNGSSA-N,"BRD-K09946180-300-01-6,BRD-K09946180-300-02-9",,pass,cell body,"36,44",no,well level,14060
20200313_CoV-2_P30,H5,Homo sapiens,NCBITaxon,NCBITaxon_9606 ,Severe acute respiratory syndrome coronavirus 2,NCBITaxon,NCBITaxon_2697049,Caco-2 ,EFO,EFO_0001099,fenigam,NCC(CC(=O)O)c1ccccc1,4-amino-3-phenyl-butanoic acid,685623,https://pubchem.ncbi.nlm.nih.gov/compound/685623,https://www.ebi.ac.uk/unichem/rest/inchikey/DAFOCGYVTAOKAJ-SECBINFHSA-N,DAFOCGYVTAOKAJ-SECBINFHSA-N,"BRD-A66920069-003-02-9,BRD-A66920069-001-01-3",,pass,cell body,"15,13",no,well level,9557
20200313_CoV-2_P30,H6,Homo sapiens,NCBITaxon,NCBITaxon_9606 ,Severe acute respiratory syndrome coronavirus 2,NCBITaxon,NCBITaxon_2697049,Caco-2 ,EFO,EFO_0001099,GW-803430,ClC(C=C3)=CC=C3C(S2)=CC1=C2C(N(C4=CC(OC)=C(OCCN5CCCC5)C=C4)C=N1)=O,"6-(4-Chlorophenyl)-3-[3-methoxy-4-[2-(1-pyrrolidinyl)ethoxy]phenyl]-thieno[3,2-d]pyrimidin-4(3H)-one",9826520,https://pubchem.ncbi.nlm.nih.gov/compound/9826520,https://www.ebi.ac.uk/unichem/rest/inchikey/MWULMTACIBZPGN-UHFFFAOYSA-N,MWULMTACIBZPGN-UHFFFAOYSA-N,BRD-K65576800-001-01-6,,pass,cell body,"31,53",no,well level,13021
20200313_CoV-2_P30,H7,Homo sapiens,NCBITaxon,NCBITaxon_9606 ,Severe acute respiratory syndrome coronavirus 2,NCBITaxon,NCBITaxon_2697049,Caco-2 ,EFO,EFO_0001099,CGK-733,O=C(NC(NC(=S)Nc1ccc(F)c([N+](=O)[O-])c1)C(Cl)(Cl)Cl)C(c1ccccc1)c1ccccc1,"2,2-diphenyl-N-(2,2,2-trichloro-1-{[(4-fluoro-3-nitroanilino)carbothioyl]amino}ethyl)acetamide",92509770,https://pubchem.ncbi.nlm.nih.gov/compound/92509770,https://www.ebi.ac.uk/unichem/rest/inchikey/HLCDNLNLQNYZTK-OAQYLSRUSA-N,HLCDNLNLQNYZTK-OAQYLSRUSA-N,"BRD-A50737080-001-03-0,BRD-A50737080-001-07-9,BRD-A50737080-001-06-3,BRD-A50737080-001-02-2,BRD-A50737080-001-05-5",,pass,cell body,"-6,91",no,well level,4902
20200313_CoV-2_P30,H8,Homo sapiens,NCBITaxon,NCBITaxon_9606 ,Severe acute respiratory syndrome coronavirus 2,NCBITaxon,NCBITaxon_2697049,Caco-2 ,EFO,EFO_0001099,rolipram-S(+),O=C1NC[C@H](C2=CC(OC3CCCC3)=C(OC)C=C2)C1,(4S)-4-[3-(Cyclopentyloxy)-4-methoxyphenyl]pyrrolidin-2-one,158758,https://pubchem.ncbi.nlm.nih.gov/compound/158758,https://www.ebi.ac.uk/unichem/rest/inchikey/HJORMJIFDVBMOB-GFCCVEGCSA-N,HJORMJIFDVBMOB-GFCCVEGCSA-N,"BRD-K65856711-001-05-9,BRD-K65856711-001-03-6,BRD-K65856711-001-04-4",,pass,cell body,"-1,49",no,well level,6047
20200313_CoV-2_P30,H9,Homo sapiens,NCBITaxon,NCBITaxon_9606 ,Severe acute respiratory syndrome coronavirus 2,NCBITaxon,NCBITaxon_2697049,Caco-2 ,EFO,EFO_0001099,"N,N??-Diacetyl-L-cystine",CC(=O)N[C@@H](CSSC[C@H](NC(C)=O)C(=O)O)C(=O)O,(2R)-2-(acetylamino)-3-{[(2R)-2-(acetylamino)-2-carboxyethyl]disulfanyl}propanoic acid,6995101,https://pubchem.ncbi.nlm.nih.gov/compound/6995101,https://www.ebi.ac.uk/unichem/rest/inchikey/YTPQSLLEROSACP-YUMQZZPRSA-N,YTPQSLLEROSACP-YUMQZZPRSA-N,BRD-K32372024-001-01-0,,pass,cell body,"0,36",no,well level,6437
20200313_CoV-2_P30,H10,Homo sapiens,NCBITaxon,NCBITaxon_9606 ,Severe acute respiratory syndrome coronavirus 2,NCBITaxon,NCBITaxon_2697049,Caco-2 ,EFO,EFO_0001099,0,CC/C=C\C/C=C\C/C=C/C/C=C\C/C=C\C/C=C\CCC(=O)OCC,"ethyl (4Z,7Z,10Z,13Z,16Z,19Z)-4,7,10,13,16,19-docosahexaenoate",9831416,https://pubchem.ncbi.nlm.nih.gov/compound/9831416,https://www.ebi.ac.uk/unichem/rest/inchikey/ITNKVODZACVXDS-YNUSHXQLSA-N,ITNKVODZACVXDS-YNUSHXQLSA-N,BRD-K61937613-001-01-1,,pass,cell body,"1,11",no,well level,6596
20200313_CoV-2_P30,H11,Homo sapiens,NCBITaxon,NCBITaxon_9606 ,Severe acute respiratory syndrome coronavirus 2,NCBITaxon,NCBITaxon_2697049,Caco-2 ,EFO,EFO_0001099,clocortolone-pivalate,C[C@@H]1C[C@H]2[C@@H]3C[C@H](F)C4=CC(=O)C=C[C@]4(C)[C@@]3(Cl)[C@@H](O)C[C@]2(C)[C@H]1C(=O)COC(=O)C(C)(C)C,"[2-[(6S,8S,9R,10S,11S,13S,14S,16R,17S)-9-chloro-6-fluoro-11-hydroxy-10,13,16-trimethyl-3-oxo-7,8,11,12,14,15,16,17-octahydro-6H-cyclopenta[a]phenanthren-17-yl]-2-oxo-ethyl] 2,2-dimethylpropanoate",5282493,https://pubchem.ncbi.nlm.nih.gov/compound/5282493,https://www.ebi.ac.uk/unichem/rest/inchikey/SXYZQZLHAIHKKY-GSTUPEFVSA-N,SXYZQZLHAIHKKY-GSTUPEFVSA-N,"BRD-K38003476-001-09-1,BRD-K38003476-001-10-9",,pass,cell body,"5,09",no,well level,7436
20200313_CoV-2_P30,H12,Homo sapiens,NCBITaxon,NCBITaxon_9606 ,Severe acute respiratory syndrome coronavirus 2,NCBITaxon,NCBITaxon_2697049,Caco-2 ,EFO,EFO_0001099,,,,,,,,,positive,pass,cell body,"102,96",control,well level,28112
20200313_CoV-2_P31,A1,Homo sapiens,NCBITaxon,NCBITaxon_9606 ,Severe acute respiratory syndrome coronavirus 2,NCBITaxon,NCBITaxon_2697049,Caco-2 ,EFO,EFO_0001099,Rostafuroxin,O[C@]([C@@](CC[C@@]1([H])[C@@]2(CC[C@H](O)C1)C)([H])[C@]2([H])CC3)(CC[C@@]4(C5=COC=C5)O)[C@]34C,"(3S,5R,8R,9S,10S,13S,14S,17S)-17-(3-furyl)-10,13-dimethyl-2,3,4,5,6,7,8,9,11,12,15,16-dodecahydro-1H-cyclopenta[a]phenanthrene-3,14,17-triol",153976,https://pubchem.ncbi.nlm.nih.gov/compound/153976,https://www.ebi.ac.uk/unichem/rest/inchikey/AEAPORIZZWBIEX-DTBDINHYSA-N,AEAPORIZZWBIEX-DTBDINHYSA-N,"BRD-K11672787-001-02-3,BRD-K11672787-001-03-9,BRD-K11672787-001-01-5",,pass,cell body,"4,24",no,well level,7652
20200313_CoV-2_P31,A2,Homo sapiens,NCBITaxon,NCBITaxon_9606 ,Severe acute respiratory syndrome coronavirus 2,NCBITaxon,NCBITaxon_2697049,Caco-2 ,EFO,EFO_0001099,CIQ,O=C(C3=CC(Cl)=CC=C3)N2C(COC4=CC=C(OC)C=C4)C1=CC(OC)=C(OC)C=C1CC2,"(3-Chlorophenyl) [3,4-dihydro-6,7-dimethoxy-1-[(4-methoxyphenoxy)methyl]-2(1H)-isoquinolinyl]methanone",40450008,https://pubchem.ncbi.nlm.nih.gov/compound/40450008,https://www.ebi.ac.uk/unichem/rest/inchikey/VYMILMYEENZHAR-HSZRJFAPSA-N,VYMILMYEENZHAR-HSZRJFAPSA-N,"BRD-A35425966-001-02-3,BRD-A35425966-001-01-5",,pass,cell body,"1,85",no,well level,7170
20200313_CoV-2_P31,A3,Homo sapiens,NCBITaxon,NCBITaxon_9606 ,Severe acute respiratory syndrome coronavirus 2,NCBITaxon,NCBITaxon_2697049,Caco-2 ,EFO,EFO_0001099,GSK269962,CCN(C(C4=NON=C4N)=N3)C1=C3C=NC(OC2=CC(NC(C5=CC=C(OCCN6CCOCC6)C=C5)=O)=CC=C2)=C1,"N-[3-[[2-(4-Amino-1,2,5-oxadiazol-3-yl)-1-ethyl-1H-imidazo[4,5-c]pyridin-6-yl]oxy]phenyl]-4-[2-(4-morpholinyl)ethoxy]benzamide",16095342,https://pubchem.ncbi.nlm.nih.gov/compound/16095342,https://www.ebi.ac.uk/unichem/rest/inchikey/YOVNFNXUCOWYSG-UHFFFAOYSA-N,YOVNFNXUCOWYSG-UHFFFAOYSA-N,"BRD-K89464729-001-03-1,BRD-K89464729-001-04-9",,pass,cell body,"-4,36",no,well level,5913
20200313_CoV-2_P31,A4,Homo sapiens,NCBITaxon,NCBITaxon_9606 ,Severe acute respiratory syndrome coronavirus 2,NCBITaxon,NCBITaxon_2697049,Caco-2 ,EFO,EFO_0001099,NS-1643,OC1=C(NC(NC2=C(O)C=CC(C(F)(F)F)=C2)=O)C=C(C(F)(F)F)C=C1,"N,N'-Bis[2-hydroxy-5-(trifluoromethyl)phenyl]urea",10177784,https://pubchem.ncbi.nlm.nih.gov/compound/10177784,https://www.ebi.ac.uk/unichem/rest/inchikey/NJFVQMRYJZHGME-UHFFFAOYSA-N,NJFVQMRYJZHGME-UHFFFAOYSA-N,"BRD-K73738482-001-02-5,BRD-K73738482-001-01-7",,pass,cell body,"1,98",no,well level,7195
20200313_CoV-2_P31,A5,Homo sapiens,NCBITaxon,NCBITaxon_9606 ,Severe acute respiratory syndrome coronavirus 2,NCBITaxon,NCBITaxon_2697049,Caco-2 ,EFO,EFO_0001099,AC-264613,O=C1[C@@H]([C@](N/N=C(C)/C3=CC=CC(Br)=C3)=O)[C@H]([C@]2=CC=CC=C2)CN1,"(??)-(3R*,4S*)-2-Oxo-4-phenyl-3-pyrollidinecarboxylic acid 2-[1-(3-bromophenyl)ethylidene]hydrazide",25108278,https://pubchem.ncbi.nlm.nih.gov/compound/25108278,https://www.ebi.ac.uk/unichem/rest/inchikey/RQKXQCSEZPQBNZ-QSBCOWLBSA-N,RQKXQCSEZPQBNZ-QSBCOWLBSA-N,"BRD-K81548480-001-02-0,BRD-K81548480-001-01-2,BRD-K81548480-001-03-9",,pass,cell body,"-2,16",no,well level,6359
20200313_CoV-2_P31,A6,Homo sapiens,NCBITaxon,NCBITaxon_9606 ,Severe acute respiratory syndrome coronavirus 2,NCBITaxon,NCBITaxon_2697049,Caco-2 ,EFO,EFO_0001099,BMY-7378,O=C1CC4(CCCC4)CC(N1CCN(CC3)CCN3C2=CC=CC=C2OC)=O,"8-[2-[4-(methoxyphenyl)-1-piperazinyl]ethyl]-8-azaspiro[4.5]decane-7,9-dione dihydrochloride",2419,https://pubchem.ncbi.nlm.nih.gov/compound/2419,https://www.ebi.ac.uk/unichem/rest/inchikey/AYYCFGDXLUPJAQ-UHFFFAOYSA-N,AYYCFGDXLUPJAQ-UHFFFAOYSA-N,"BRD-K31054881-300-07-9,BRD-K31054881-300-03-9,BRD-K31054881-300-04-7",,pass,cell body,"-2,43",no,well level,6304
20200313_CoV-2_P31,A7,Homo sapiens,NCBITaxon,NCBITaxon_9606 ,Severe acute respiratory syndrome coronavirus 2,NCBITaxon,NCBITaxon_2697049,Caco-2 ,EFO,EFO_0001099,SUN-B-8155,C/C(=N\c1ccccc1N)c1c(C)cc(=O)n(O)c1O,"5-[1-[(2-Aminophenyl)imino]ethyl]-1,6-dihydroxy-4-methyl-2(1H)-pyridone",,,https://www.ebi.ac.uk/unichem/rest/inchikey/SGJLINMLDNLWOS-CXUHLZMHSA-N,SGJLINMLDNLWOS-CXUHLZMHSA-N,"BRD-K36274133-001-02-0,BRD-K36274133-001-01-2,BRD-K36274133-001-03-9",,pass,cell body,"5,17",no,well level,7840
20200313_CoV-2_P31,A8,Homo sapiens,NCBITaxon,NCBITaxon_9606 ,Severe acute respiratory syndrome coronavirus 2,NCBITaxon,NCBITaxon_2697049,Caco-2 ,EFO,EFO_0001099,PF-573228,O=C(N3)CCC1=C3C=CC(NC2=NC(NCC4=CC=CC(S(=O)(C)=O)=C4)=C(C(F)(F)F)C=N2)=C1,"3,4-Dihydro-6-[[4-[[[3-(methylsulfonyl)phenyl]methyl]amino]-5-(trifluoromethyl)-2-pyrimidinyl]amino]-2(1H)-quinolinone",11612883,https://pubchem.ncbi.nlm.nih.gov/compound/11612883,https://www.ebi.ac.uk/unichem/rest/inchikey/HESLKTSGTIBHJU-UHFFFAOYSA-N,HESLKTSGTIBHJU-UHFFFAOYSA-N,"BRD-K79239947-001-06-8,BRD-K79239947-001-08-9,BRD-K79239947-001-07-6",,pass,cell body,"-2,91",no,well level,6206
20200313_CoV-2_P31,A9,Homo sapiens,NCBITaxon,NCBITaxon_9606 ,Severe acute respiratory syndrome coronavirus 2,NCBITaxon,NCBITaxon_2697049,Caco-2 ,EFO,EFO_0001099,tyrphostin-AG-825,COC1=CC(\C=C(/C#N)C(N)=O)=CC(CSC2=NC3=C(S2)C=CC=C3)=C1O,(E)-3-[3-[2-Benzothiazolythio)methyl]-4-hydroxy-5-methoxyphenyl]-2-cyano-2-propenamide,6091659,https://pubchem.ncbi.nlm.nih.gov/compound/6091659,https://www.ebi.ac.uk/unichem/rest/inchikey/KXDONFLNGBQLTN-WUXMJOGZSA-N,KXDONFLNGBQLTN-WUXMJOGZSA-N,"BRD-K87919739-001-07-5,BRD-K87919739-001-08-9",,pass,cell body,"-2,17",no,well level,6357
20200313_CoV-2_P31,A10,Homo sapiens,NCBITaxon,NCBITaxon_9606 ,Severe acute respiratory syndrome coronavirus 2,NCBITaxon,NCBITaxon_2697049,Caco-2 ,EFO,EFO_0001099,Thymol iodide,Cc1cc(OI)c(C(C)C)cc1-c1cc(C(C)C)c(OI)cc1C,"4,4'-bis(iodooxy)-3,3'-diisopropyl-6,6'-dimethyl-1,1'-biphenyl",11088,https://pubchem.ncbi.nlm.nih.gov/compound/11088,https://www.ebi.ac.uk/unichem/rest/inchikey/SHOKWSLXDAIZPP-UHFFFAOYSA-N,SHOKWSLXDAIZPP-UHFFFAOYSA-N,BRD-K36617478-001-01-5,,pass,cell body,"-1,04",no,well level,6584
20200313_CoV-2_P31,A11,Homo sapiens,NCBITaxon,NCBITaxon_9606 ,Severe acute respiratory syndrome coronavirus 2,NCBITaxon,NCBITaxon_2697049,Caco-2 ,EFO,EFO_0001099,Ribitol (Adonitol),OC[C@H](O)[C@H](O)[C@H](O)CO,"(2R,4S)-1,2,3,4,5-pentanepentol",,,https://www.ebi.ac.uk/unichem/rest/inchikey/HEBKCHPVOIAQTA-ZXFHETKHSA-N,HEBKCHPVOIAQTA-ZXFHETKHSA-N,"BRD-K49313711-001-06-9,BRD-K49313711-001-05-4",,pass,cell body,"0,61",no,well level,6918
20200313_CoV-2_P31,A12,Homo sapiens,NCBITaxon,NCBITaxon_9606 ,Severe acute respiratory syndrome coronavirus 2,NCBITaxon,NCBITaxon_2697049,Caco-2 ,EFO,EFO_0001099,,,,,,,,,positive,pass,cell body,"2,99",control,well level,7400
20200313_CoV-2_P31,B1,Homo sapiens,NCBITaxon,NCBITaxon_9606 ,Severe acute respiratory syndrome coronavirus 2,NCBITaxon,NCBITaxon_2697049,Caco-2 ,EFO,EFO_0001099,Tucatinib,CC1=CC(NC2=C3C=C(NC4=NC(C)(C)CO4)C=CC3=NC=N2)=CC=C1OC5=CC6=NC=NN6C=C5,"N6-(4,4-dimethyl-5H-oxazol-2-yl)-N4-[3-methyl-4-([1,2,4]triazolo[1,5-a]pyridin-7-yloxy)phenyl]quinazoline-4,6-diamine",51039094,https://pubchem.ncbi.nlm.nih.gov/compound/51039094,https://www.ebi.ac.uk/unichem/rest/inchikey/SDEAXTCZPQIFQM-UHFFFAOYSA-N,SDEAXTCZPQIFQM-UHFFFAOYSA-N,BRD-K26026438-001-01-0,,pass,cell body,"-2,9",no,well level,6209
20200313_CoV-2_P31,B2,Homo sapiens,NCBITaxon,NCBITaxon_9606 ,Severe acute respiratory syndrome coronavirus 2,NCBITaxon,NCBITaxon_2697049,Caco-2 ,EFO,EFO_0001099,PF-431396,O=C2NC1=CC=C(NC3=NC=C(C(F)(F)F)C(NCC4=CC=CC=C4N(C)S(=O)(C)=O)=N3)C=C1C2,"N-Methyl-N-[2-[[[2-[(2,3-dihydro-2-oxo-1H-indol-5-yl)amino]-5-(trifluoromethyl)-4-pyrimidinyl]amino]methyl]phenyl]methanesulfonamide",11598628,https://pubchem.ncbi.nlm.nih.gov/compound/11598628,https://www.ebi.ac.uk/unichem/rest/inchikey/POJZIZBONPAWIV-UHFFFAOYSA-N,POJZIZBONPAWIV-UHFFFAOYSA-N,"BRD-K93788137-001-04-1,BRD-K93788137-001-05-9",,pass,cell body,"-4,92",no,well level,5800
20200313_CoV-2_P31,B3,Homo sapiens,NCBITaxon,NCBITaxon_9606 ,Severe acute respiratory syndrome coronavirus 2,NCBITaxon,NCBITaxon_2697049,Caco-2 ,EFO,EFO_0001099,Ro-1138452,CC(C)OC1=CC=C(CC2=CC=C(NC3=NCCN3)C=C2)C=C1,"4,5-Dihydro-N-[4-[[4-(1-methylethoxy)phenyl]methyl]phenyl]-1H-imidazol-2-amine hydrochloride",9839644,https://pubchem.ncbi.nlm.nih.gov/compound/9839644,https://www.ebi.ac.uk/unichem/rest/inchikey/GYYRMJMXXLJZAB-UHFFFAOYSA-N,GYYRMJMXXLJZAB-UHFFFAOYSA-N,"BRD-K77220725-003-01-5,BRD-K77220725-003-02-9",,pass,cell body,"29,64",no,well level,12791
20200313_CoV-2_P31,B4,Homo sapiens,NCBITaxon,NCBITaxon_9606 ,Severe acute respiratory syndrome coronavirus 2,NCBITaxon,NCBITaxon_2697049,Caco-2 ,EFO,EFO_0001099,aurora-a-inhibitor-i,O=C(NC3=CC=CC=C3Cl)C(C=C2)=CC=C2NC1=C(F)C=NC(NC4=CC=C(CC(N5CCN(CC)CC5)=O)C=C4)=N1,N-(2-Chlorophenyl)-4-[[2-[[4-[2-(4-ethyl-1-piperazinyl)-2-oxoethyl]phenyl]amino]-5-fluoro-4-pyrimidinyl]amino]-benzamide,44139710,https://pubchem.ncbi.nlm.nih.gov/compound/44139710,https://www.ebi.ac.uk/unichem/rest/inchikey/AKSIZPIFQAYJGF-UHFFFAOYSA-N,AKSIZPIFQAYJGF-UHFFFAOYSA-N,"BRD-K53561341-001-09-1,BRD-K53561341-001-07-5",,pass,cell body,"1,74",no,well level,7147
20200313_CoV-2_P31,B5,Homo sapiens,NCBITaxon,NCBITaxon_9606 ,Severe acute respiratory syndrome coronavirus 2,NCBITaxon,NCBITaxon_2697049,Caco-2 ,EFO,EFO_0001099,voglibose,O[C@@H]1[C@](CO)(O)C[C@H](NC(CO)CO)[C@H](O)[C@H]1O,"3,4-Dideoxy-4-[[2-hydroxy-1-(hydroxymethyl)ethyl]amino]-2-C-(hydroxymethyl)-D-epi-inositol",29922606,https://pubchem.ncbi.nlm.nih.gov/compound/29922606,https://www.ebi.ac.uk/unichem/rest/inchikey/FZNCGRZWXLXZSZ-GENCIFFESA-N,FZNCGRZWXLXZSZ-GENCIFFESA-N,,,pass,cell body,"-4,69",no,well level,5847
20200313_CoV-2_P31,B6,Homo sapiens,NCBITaxon,NCBITaxon_9606 ,Severe acute respiratory syndrome coronavirus 2,NCBITaxon,NCBITaxon_2697049,Caco-2 ,EFO,EFO_0001099,alvocidib,CN(CC3)C[C@@H](O)[C@H]3[C@]1=C(OC(C4=CC=CC=C4Cl)=CC2=O)C2=C(O)C=C1O,"2-(2-Chlorophenyl)-5,7-dihydroxy-8-[(3S,4R)-3-hydroxy-1-methyl-4-piperidinyl]-4H-1-benzopyran-4-one hydrochloride",5287969,https://pubchem.ncbi.nlm.nih.gov/compound/5287969,https://www.ebi.ac.uk/unichem/rest/inchikey/BIIVYFLTOXDAOV-YVEFUNNKSA-N,BIIVYFLTOXDAOV-YVEFUNNKSA-N,"BRD-K87909389-003-09-9,BRD-K87909389-003-04-2,BRD-K87909389-003-03-4",,pass,cell body,"87,77",yes,well level,24551
20200313_CoV-2_P31,B7,Homo sapiens,NCBITaxon,NCBITaxon_9606 ,Severe acute respiratory syndrome coronavirus 2,NCBITaxon,NCBITaxon_2697049,Caco-2 ,EFO,EFO_0001099,fananserin,O=S1(=O)c2cccc3cccc(c23)N1CCCN1CCN(c2ccc(F)cc2)CC1,"2-[3-[4-(4-Fluorophenyl)-1-piperazinyl]propyl]-2H-naphthyl[1,8-cd]isothiazole-1,1-dioxide",60785,https://pubchem.ncbi.nlm.nih.gov/compound/60785,https://www.ebi.ac.uk/unichem/rest/inchikey/VGIGHGMPMUCLIQ-UHFFFAOYSA-N,VGIGHGMPMUCLIQ-UHFFFAOYSA-N,"BRD-K08998509-001-03-2,BRD-K08998509-001-02-4",,pass,cell body,"20,8",no,well level,11002
