Plate,Well,Characteristics [Organism 1],Term Source 1 REF,Term Source 1 Accession,Characteristics [Organism 2],Term Source 2 REF,Term Source 2 Accession,Characteristics [Cell Line],Term Source 3 REF,Term Source 3 Accession,Compound Identifier,Compound Name,Compound SMILES,Compound IUPAC Name,Compound PubChem CID,Compound PubChem URL,Compound Unichem URL,Compound Broad Identifier,Control Type,Channels,Compound Concentration (microMolar),Percentage Inhibition (DPC),Cells - Number of Objects,Hit Compound (over 75% activity),Phenoptye Annotation Level
ESP0025761,B8,Homo sapiens,NCBITaxon,NCBITaxon_9606,Severe acute respiratory syndrome coronavirus 2,NCBITaxon,NCBITaxon_2697049,Caco-2,EFO,EFO_0001099,SPE_K23228615,"Apitolisib (GDC-0980, RG7422)",C[C@H](O)C(=O)N1CCN(Cc2sc3c(nc(nc3c2C)-c2cnc(N)nc2)N2CCOCC2)CC1,"(2S)-1-(4-{[2-(2-amino-5-pyrimidinyl)-7-methyl-4-(4-morpholinyl)thieno[3,2-d]pyrimidin-6-yl]methyl}-1-piperazinyl)-1-oxo-2-propanol",25254071,https://pubchem.ncbi.nlm.nih.gov/compound/25254071,https://www.ebi.ac.uk/unichem/rest/inchikey/YOVVNQKCSKSHKT-HNNXBMFYSA-N,"BRD-K23228615-001-02-8,BRD-K23228615-001-04-9,BRD-K23228615-001-03-6",,cell body,"6,3","5,82",11270,yes,well level
ESP0025761,B9,Homo sapiens,NCBITaxon,NCBITaxon_9606,Severe acute respiratory syndrome coronavirus 2,NCBITaxon,NCBITaxon_2697049,Caco-2,EFO,EFO_0001099,SPE_K82804538,RO5126766 (CH5126766),CNS(=O)(=O)Nc1nccc(Cc2c(C)c3ccc(Oc4ncccn4)cc3oc2=O)c1F,N-(3-fluoro-4-{[4-methyl-2-oxo-7-(2-pyrimidinyloxy)-2H-chromen-3-yl]methyl}-2-pyridinyl)-N'-methylsulfamide,16719221,https://pubchem.ncbi.nlm.nih.gov/compound/16719221,https://www.ebi.ac.uk/unichem/rest/inchikey/LMMJFBMMJUMSJS-UHFFFAOYSA-N,"BRD-K82804538-001-03-6,BRD-K82804538-001-01-0,BRD-K82804538-001-02-8",,cell body,"6,3","52,92",20068,yes,well level
ESP0025761,B10,Homo sapiens,NCBITaxon,NCBITaxon_9606,Severe acute respiratory syndrome coronavirus 2,NCBITaxon,NCBITaxon_2697049,Caco-2,EFO,EFO_0001099,SPE_A95939040,Sertaconazole nitrate,Clc1ccc(C(Cn2ccnc2)OCc2csc3c(Cl)cccc23)c(Cl)c1,"(7-chloro-1-benzothien-3-yl)methyl 1-(2,4-dichlorophenyl)-2-(1H-imidazol-1-yl)ethyl ether",65863,https://pubchem.ncbi.nlm.nih.gov/compound/65863,https://www.ebi.ac.uk/unichem/rest/inchikey/JLGKQTAYUIMGRK-UHFFFAOYSA-N,,,cell body,"6,3","-18,48",6731,yes,well level
ESP0025761,B11,,,,,,,,,,,,,,,,,,positive,cell body,0,"5,74",11254,,
ESP0025761,B12,,,,,,,,,,,,,,,,,,negative,cell body,0,"98,72",28624,,
ESP0025761,C2,Homo sapiens,NCBITaxon,NCBITaxon_9606,Severe acute respiratory syndrome coronavirus 2,NCBITaxon,NCBITaxon_2697049,Caco-2,EFO,EFO_0001099,SPE_K13662825,Dinaciclib (SCH727965),CCc1cnn2c(NCc3ccc[n+]([O-])c3)cc(nc12)N1CCCC[C@H]1CCO,"2-[(2S)-1-[3-ethyl-7-[(1-oxidopyridin-1-ium-3-yl)methylamino]pyrazolo[1,5-a]pyrimidin-5-yl]-2-piperidyl]ethanol",46926350,https://pubchem.ncbi.nlm.nih.gov/compound/46926350,https://www.ebi.ac.uk/unichem/rest/inchikey/PIMQWRZWLQKKBJ-SFHVURJKSA-N,"BRD-K13662825-001-07-5,BRD-K13662825-001-04-2",,cell body,2,"37,58",17202,yes,well level
ESP0025761,C3,Homo sapiens,NCBITaxon,NCBITaxon_9606,Severe acute respiratory syndrome coronavirus 2,NCBITaxon,NCBITaxon_2697049,Caco-2,EFO,EFO_0001099,SPE_K16810791,LGK-974,Cc1cc(ccn1)-c1ncc(CC(=O)Nc2ccc(cn2)-c2cnccn2)cc1C,2-[5-methyl-6-(2-methyl-4-pyridyl)-3-pyridyl]-N-(5-pyrazin-2-yl-2-pyridyl)acetamide,46926973,https://pubchem.ncbi.nlm.nih.gov/compound/46926973,https://www.ebi.ac.uk/unichem/rest/inchikey/XXYGTCZJJLTAGH-UHFFFAOYSA-N,"BRD-K16810791-001-02-9,BRD-K16810791-001-01-0",,cell body,2,"20,06",13930,yes,well level
ESP0025761,C4,Homo sapiens,NCBITaxon,NCBITaxon_9606,Severe acute respiratory syndrome coronavirus 2,NCBITaxon,NCBITaxon_2697049,Caco-2,EFO,EFO_0001099,SPE_K42191735,BKM120 (NVP-BKM120),Nc1cc(c(cn1)-c1cc(nc(n1)N1CCOCC1)N1CCOCC1)C(F)(F)F,"5-[2,6-di(4-morpholinyl)-4-pyrimidinyl]-4-(trifluoromethyl)-2-pyridinamine",16654980,https://pubchem.ncbi.nlm.nih.gov/compound/16654980,https://www.ebi.ac.uk/unichem/rest/inchikey/CWHUFRVAEUJCEF-UHFFFAOYSA-N,"BRD-K42191735-001-08-7,BRD-K42191735-001-05-3",,cell body,2,"-27,05",5130,yes,well level
ESP0025761,C5,Homo sapiens,NCBITaxon,NCBITaxon_9606,Severe acute respiratory syndrome coronavirus 2,NCBITaxon,NCBITaxon_2697049,Caco-2,EFO,EFO_0001099,SPE_K95880107,PH-797804,CNC(=O)c1ccc(C)c(c1)-n1c(C)cc(OCc2ccc(F)cc2F)c(Br)c1=O,"3-(3-bromo-4-[(2,4-difluorobenzyl)oxy]-6-methyl-2-oxo-1(2H)-pyridinyl)-N,4-dimethylbenzamide",22049997,https://pubchem.ncbi.nlm.nih.gov/compound/22049997,https://www.ebi.ac.uk/unichem/rest/inchikey/KCAJXIDMCNPGHZ-UHFFFAOYSA-N,"BRD-K95880107-001-03-9,BRD-K95880107-001-02-4",,cell body,2,"6,83",11458,yes,well level
ESP0025761,C6,Homo sapiens,NCBITaxon,NCBITaxon_9606,Severe acute respiratory syndrome coronavirus 2,NCBITaxon,NCBITaxon_2697049,Caco-2,EFO,EFO_0001099,SPE_K59317601,INK 128 (MLN0128),CC(C)n1nc(-c2ccc3oc(N)nc3c2)c2c(N)ncnc12,"3-(2-amino-1,3-benzoxazol-5-yl)-1-isopropyl-1H-pyrazolo[3,4-d]pyrimidin-4-amine",45375953,https://pubchem.ncbi.nlm.nih.gov/compound/45375953,https://www.ebi.ac.uk/unichem/rest/inchikey/GYLDXIAOMVERTK-UHFFFAOYSA-N,"BRD-K59317601-001-05-5,BRD-K59317601-001-06-9",,cell body,2,"-8,92",8516,yes,well level
ESP0025761,C7,Homo sapiens,NCBITaxon,NCBITaxon_9606,Severe acute respiratory syndrome coronavirus 2,NCBITaxon,NCBITaxon_2697049,Caco-2,EFO,EFO_0001099,SPE_K67901620,Avasimibe (CI-1011),CC(C)c1cc(C(C)C)c(CC(=O)NS(=O)(=O)Oc2c(cccc2C(C)C)C(C)C)c(c1)C(C)C,"2,6-diisopropylphenyl (2,4,6-triisopropylphenyl)acetylsulfamate",166558,https://pubchem.ncbi.nlm.nih.gov/compound/166558,https://www.ebi.ac.uk/unichem/rest/inchikey/PTQXTEKSNBVPQJ-UHFFFAOYSA-N,"BRD-K67901620-001-04-9,BRD-K67901620-001-03-8,BRD-K67901620-001-02-0",,cell body,2,"-4,33",9374,yes,well level
ESP0025761,C8,Homo sapiens,NCBITaxon,NCBITaxon_9606,Severe acute respiratory syndrome coronavirus 2,NCBITaxon,NCBITaxon_2697049,Caco-2,EFO,EFO_0001099,SPE_K23228615,"Apitolisib (GDC-0980, RG7422)",C[C@H](O)C(=O)N1CCN(Cc2sc3c(nc(nc3c2C)-c2cnc(N)nc2)N2CCOCC2)CC1,"(2S)-1-(4-{[2-(2-amino-5-pyrimidinyl)-7-methyl-4-(4-morpholinyl)thieno[3,2-d]pyrimidin-6-yl]methyl}-1-piperazinyl)-1-oxo-2-propanol",25254071,https://pubchem.ncbi.nlm.nih.gov/compound/25254071,https://www.ebi.ac.uk/unichem/rest/inchikey/YOVVNQKCSKSHKT-HNNXBMFYSA-N,"BRD-K23228615-001-02-8,BRD-K23228615-001-04-9,BRD-K23228615-001-03-6",,cell body,2,"-7,49",8783,yes,well level
ESP0025761,C9,Homo sapiens,NCBITaxon,NCBITaxon_9606,Severe acute respiratory syndrome coronavirus 2,NCBITaxon,NCBITaxon_2697049,Caco-2,EFO,EFO_0001099,SPE_K82804538,RO5126766 (CH5126766),CNS(=O)(=O)Nc1nccc(Cc2c(C)c3ccc(Oc4ncccn4)cc3oc2=O)c1F,N-(3-fluoro-4-{[4-methyl-2-oxo-7-(2-pyrimidinyloxy)-2H-chromen-3-yl]methyl}-2-pyridinyl)-N'-methylsulfamide,16719221,https://pubchem.ncbi.nlm.nih.gov/compound/16719221,https://www.ebi.ac.uk/unichem/rest/inchikey/LMMJFBMMJUMSJS-UHFFFAOYSA-N,"BRD-K82804538-001-03-6,BRD-K82804538-001-01-0,BRD-K82804538-001-02-8",,cell body,2,"-7,75",8735,yes,well level
ESP0025761,C10,Homo sapiens,NCBITaxon,NCBITaxon_9606,Severe acute respiratory syndrome coronavirus 2,NCBITaxon,NCBITaxon_2697049,Caco-2,EFO,EFO_0001099,SPE_A95939040,Sertaconazole nitrate,Clc1ccc(C(Cn2ccnc2)OCc2csc3c(Cl)cccc23)c(Cl)c1,"(7-chloro-1-benzothien-3-yl)methyl 1-(2,4-dichlorophenyl)-2-(1H-imidazol-1-yl)ethyl ether",65863,https://pubchem.ncbi.nlm.nih.gov/compound/65863,https://www.ebi.ac.uk/unichem/rest/inchikey/JLGKQTAYUIMGRK-UHFFFAOYSA-N,,,cell body,2,"-2,36",9741,yes,well level
ESP0025761,C11,,,,,,,,,,,,,,,,,,positive,cell body,0,"1,92",10542,,
ESP0025761,C12,,,,,,,,,,,,,,,,,,negative,cell body,0,"101,38",29122,,
ESP0025761,D2,Homo sapiens,NCBITaxon,NCBITaxon_9606,Severe acute respiratory syndrome coronavirus 2,NCBITaxon,NCBITaxon_2697049,Caco-2,EFO,EFO_0001099,SPE_K13662825,Dinaciclib (SCH727965),CCc1cnn2c(NCc3ccc[n+]([O-])c3)cc(nc12)N1CCCC[C@H]1CCO,"2-[(2S)-1-[3-ethyl-7-[(1-oxidopyridin-1-ium-3-yl)methylamino]pyrazolo[1,5-a]pyrimidin-5-yl]-2-piperidyl]ethanol",46926350,https://pubchem.ncbi.nlm.nih.gov/compound/46926350,https://www.ebi.ac.uk/unichem/rest/inchikey/PIMQWRZWLQKKBJ-SFHVURJKSA-N,"BRD-K13662825-001-07-5,BRD-K13662825-001-04-2",,cell body,"0,63","33,98",16530,yes,well level
ESP0025761,D3,Homo sapiens,NCBITaxon,NCBITaxon_9606,Severe acute respiratory syndrome coronavirus 2,NCBITaxon,NCBITaxon_2697049,Caco-2,EFO,EFO_0001099,SPE_K16810791,LGK-974,Cc1cc(ccn1)-c1ncc(CC(=O)Nc2ccc(cn2)-c2cnccn2)cc1C,2-[5-methyl-6-(2-methyl-4-pyridyl)-3-pyridyl]-N-(5-pyrazin-2-yl-2-pyridyl)acetamide,46926973,https://pubchem.ncbi.nlm.nih.gov/compound/46926973,https://www.ebi.ac.uk/unichem/rest/inchikey/XXYGTCZJJLTAGH-UHFFFAOYSA-N,"BRD-K16810791-001-02-9,BRD-K16810791-001-01-0",,cell body,"0,63","14,49",12889,yes,well level
ESP0025761,D4,Homo sapiens,NCBITaxon,NCBITaxon_9606,Severe acute respiratory syndrome coronavirus 2,NCBITaxon,NCBITaxon_2697049,Caco-2,EFO,EFO_0001099,SPE_K42191735,BKM120 (NVP-BKM120),Nc1cc(c(cn1)-c1cc(nc(n1)N1CCOCC1)N1CCOCC1)C(F)(F)F,"5-[2,6-di(4-morpholinyl)-4-pyrimidinyl]-4-(trifluoromethyl)-2-pyridinamine",16654980,https://pubchem.ncbi.nlm.nih.gov/compound/16654980,https://www.ebi.ac.uk/unichem/rest/inchikey/CWHUFRVAEUJCEF-UHFFFAOYSA-N,"BRD-K42191735-001-08-7,BRD-K42191735-001-05-3",,cell body,"0,63","-8,35",8623,yes,well level
ESP0025761,D5,Homo sapiens,NCBITaxon,NCBITaxon_9606,Severe acute respiratory syndrome coronavirus 2,NCBITaxon,NCBITaxon_2697049,Caco-2,EFO,EFO_0001099,SPE_K95880107,PH-797804,CNC(=O)c1ccc(C)c(c1)-n1c(C)cc(OCc2ccc(F)cc2F)c(Br)c1=O,"3-(3-bromo-4-[(2,4-difluorobenzyl)oxy]-6-methyl-2-oxo-1(2H)-pyridinyl)-N,4-dimethylbenzamide",22049997,https://pubchem.ncbi.nlm.nih.gov/compound/22049997,https://www.ebi.ac.uk/unichem/rest/inchikey/KCAJXIDMCNPGHZ-UHFFFAOYSA-N,"BRD-K95880107-001-03-9,BRD-K95880107-001-02-4",,cell body,"0,63","0,99",10368,yes,well level
ESP0025761,D6,Homo sapiens,NCBITaxon,NCBITaxon_9606,Severe acute respiratory syndrome coronavirus 2,NCBITaxon,NCBITaxon_2697049,Caco-2,EFO,EFO_0001099,SPE_K59317601,INK 128 (MLN0128),CC(C)n1nc(-c2ccc3oc(N)nc3c2)c2c(N)ncnc12,"3-(2-amino-1,3-benzoxazol-5-yl)-1-isopropyl-1H-pyrazolo[3,4-d]pyrimidin-4-amine",45375953,https://pubchem.ncbi.nlm.nih.gov/compound/45375953,https://www.ebi.ac.uk/unichem/rest/inchikey/GYLDXIAOMVERTK-UHFFFAOYSA-N,"BRD-K59317601-001-05-5,BRD-K59317601-001-06-9",,cell body,"0,63","-10,15",8286,yes,well level
ESP0025761,D7,Homo sapiens,NCBITaxon,NCBITaxon_9606,Severe acute respiratory syndrome coronavirus 2,NCBITaxon,NCBITaxon_2697049,Caco-2,EFO,EFO_0001099,SPE_K67901620,Avasimibe (CI-1011),CC(C)c1cc(C(C)C)c(CC(=O)NS(=O)(=O)Oc2c(cccc2C(C)C)C(C)C)c(c1)C(C)C,"2,6-diisopropylphenyl (2,4,6-triisopropylphenyl)acetylsulfamate",166558,https://pubchem.ncbi.nlm.nih.gov/compound/166558,https://www.ebi.ac.uk/unichem/rest/inchikey/PTQXTEKSNBVPQJ-UHFFFAOYSA-N,"BRD-K67901620-001-04-9,BRD-K67901620-001-03-8,BRD-K67901620-001-02-0",,cell body,"0,63","-13,03",7749,yes,well level
ESP0025761,D8,Homo sapiens,NCBITaxon,NCBITaxon_9606,Severe acute respiratory syndrome coronavirus 2,NCBITaxon,NCBITaxon_2697049,Caco-2,EFO,EFO_0001099,SPE_K23228615,"Apitolisib (GDC-0980, RG7422)",C[C@H](O)C(=O)N1CCN(Cc2sc3c(nc(nc3c2C)-c2cnc(N)nc2)N2CCOCC2)CC1,"(2S)-1-(4-{[2-(2-amino-5-pyrimidinyl)-7-methyl-4-(4-morpholinyl)thieno[3,2-d]pyrimidin-6-yl]methyl}-1-piperazinyl)-1-oxo-2-propanol",25254071,https://pubchem.ncbi.nlm.nih.gov/compound/25254071,https://www.ebi.ac.uk/unichem/rest/inchikey/YOVVNQKCSKSHKT-HNNXBMFYSA-N,"BRD-K23228615-001-02-8,BRD-K23228615-001-04-9,BRD-K23228615-001-03-6",,cell body,"0,63","0,6",10295,yes,well level
ESP0025761,D9,Homo sapiens,NCBITaxon,NCBITaxon_9606,Severe acute respiratory syndrome coronavirus 2,NCBITaxon,NCBITaxon_2697049,Caco-2,EFO,EFO_0001099,SPE_K82804538,RO5126766 (CH5126766),CNS(=O)(=O)Nc1nccc(Cc2c(C)c3ccc(Oc4ncccn4)cc3oc2=O)c1F,N-(3-fluoro-4-{[4-methyl-2-oxo-7-(2-pyrimidinyloxy)-2H-chromen-3-yl]methyl}-2-pyridinyl)-N'-methylsulfamide,16719221,https://pubchem.ncbi.nlm.nih.gov/compound/16719221,https://www.ebi.ac.uk/unichem/rest/inchikey/LMMJFBMMJUMSJS-UHFFFAOYSA-N,"BRD-K82804538-001-03-6,BRD-K82804538-001-01-0,BRD-K82804538-001-02-8",,cell body,"0,63","-22,41",5997,yes,well level
ESP0025761,D10,Homo sapiens,NCBITaxon,NCBITaxon_9606,Severe acute respiratory syndrome coronavirus 2,NCBITaxon,NCBITaxon_2697049,Caco-2,EFO,EFO_0001099,SPE_A95939040,Sertaconazole nitrate,Clc1ccc(C(Cn2ccnc2)OCc2csc3c(Cl)cccc23)c(Cl)c1,"(7-chloro-1-benzothien-3-yl)methyl 1-(2,4-dichlorophenyl)-2-(1H-imidazol-1-yl)ethyl ether",65863,https://pubchem.ncbi.nlm.nih.gov/compound/65863,https://www.ebi.ac.uk/unichem/rest/inchikey/JLGKQTAYUIMGRK-UHFFFAOYSA-N,,,cell body,"0,63","7,52",11587,yes,well level
ESP0025761,D11,,,,,,,,,,,,,,,,,,positive,cell body,0,"5,84",11274,,
ESP0025761,D12,,,,,,,,,,,,,,,,,,negative,cell body,0,"99,88",28842,,
ESP0025761,E2,Homo sapiens,NCBITaxon,NCBITaxon_9606,Severe acute respiratory syndrome coronavirus 2,NCBITaxon,NCBITaxon_2697049,Caco-2,EFO,EFO_0001099,SPE_K13662825,Dinaciclib (SCH727965),CCc1cnn2c(NCc3ccc[n+]([O-])c3)cc(nc12)N1CCCC[C@H]1CCO,"2-[(2S)-1-[3-ethyl-7-[(1-oxidopyridin-1-ium-3-yl)methylamino]pyrazolo[1,5-a]pyrimidin-5-yl]-2-piperidyl]ethanol",46926350,https://pubchem.ncbi.nlm.nih.gov/compound/46926350,https://www.ebi.ac.uk/unichem/rest/inchikey/PIMQWRZWLQKKBJ-SFHVURJKSA-N,"BRD-K13662825-001-07-5,BRD-K13662825-001-04-2",,cell body,"0,2","-32,46",4118,yes,well level
ESP0025761,E3,Homo sapiens,NCBITaxon,NCBITaxon_9606,Severe acute respiratory syndrome coronavirus 2,NCBITaxon,NCBITaxon_2697049,Caco-2,EFO,EFO_0001099,SPE_K16810791,LGK-974,Cc1cc(ccn1)-c1ncc(CC(=O)Nc2ccc(cn2)-c2cnccn2)cc1C,2-[5-methyl-6-(2-methyl-4-pyridyl)-3-pyridyl]-N-(5-pyrazin-2-yl-2-pyridyl)acetamide,46926973,https://pubchem.ncbi.nlm.nih.gov/compound/46926973,https://www.ebi.ac.uk/unichem/rest/inchikey/XXYGTCZJJLTAGH-UHFFFAOYSA-N,"BRD-K16810791-001-02-9,BRD-K16810791-001-01-0",,cell body,"0,2","7,72",11625,yes,well level
ESP0025761,E4,Homo sapiens,NCBITaxon,NCBITaxon_9606,Severe acute respiratory syndrome coronavirus 2,NCBITaxon,NCBITaxon_2697049,Caco-2,EFO,EFO_0001099,SPE_K42191735,BKM120 (NVP-BKM120),Nc1cc(c(cn1)-c1cc(nc(n1)N1CCOCC1)N1CCOCC1)C(F)(F)F,"5-[2,6-di(4-morpholinyl)-4-pyrimidinyl]-4-(trifluoromethyl)-2-pyridinamine",16654980,https://pubchem.ncbi.nlm.nih.gov/compound/16654980,https://www.ebi.ac.uk/unichem/rest/inchikey/CWHUFRVAEUJCEF-UHFFFAOYSA-N,"BRD-K42191735-001-08-7,BRD-K42191735-001-05-3",,cell body,"0,2","2,07",10570,yes,well level
ESP0025761,E5,Homo sapiens,NCBITaxon,NCBITaxon_9606,Severe acute respiratory syndrome coronavirus 2,NCBITaxon,NCBITaxon_2697049,Caco-2,EFO,EFO_0001099,SPE_K95880107,PH-797804,CNC(=O)c1ccc(C)c(c1)-n1c(C)cc(OCc2ccc(F)cc2F)c(Br)c1=O,"3-(3-bromo-4-[(2,4-difluorobenzyl)oxy]-6-methyl-2-oxo-1(2H)-pyridinyl)-N,4-dimethylbenzamide",22049997,https://pubchem.ncbi.nlm.nih.gov/compound/22049997,https://www.ebi.ac.uk/unichem/rest/inchikey/KCAJXIDMCNPGHZ-UHFFFAOYSA-N,"BRD-K95880107-001-03-9,BRD-K95880107-001-02-4",,cell body,"0,2","5,93",11290,yes,well level
ESP0025761,E6,Homo sapiens,NCBITaxon,NCBITaxon_9606,Severe acute respiratory syndrome coronavirus 2,NCBITaxon,NCBITaxon_2697049,Caco-2,EFO,EFO_0001099,SPE_K59317601,INK 128 (MLN0128),CC(C)n1nc(-c2ccc3oc(N)nc3c2)c2c(N)ncnc12,"3-(2-amino-1,3-benzoxazol-5-yl)-1-isopropyl-1H-pyrazolo[3,4-d]pyrimidin-4-amine",45375953,https://pubchem.ncbi.nlm.nih.gov/compound/45375953,https://www.ebi.ac.uk/unichem/rest/inchikey/GYLDXIAOMVERTK-UHFFFAOYSA-N,"BRD-K59317601-001-05-5,BRD-K59317601-001-06-9",,cell body,"0,2","-4,51",9341,yes,well level
ESP0025761,E7,Homo sapiens,NCBITaxon,NCBITaxon_9606,Severe acute respiratory syndrome coronavirus 2,NCBITaxon,NCBITaxon_2697049,Caco-2,EFO,EFO_0001099,SPE_K67901620,Avasimibe (CI-1011),CC(C)c1cc(C(C)C)c(CC(=O)NS(=O)(=O)Oc2c(cccc2C(C)C)C(C)C)c(c1)C(C)C,"2,6-diisopropylphenyl (2,4,6-triisopropylphenyl)acetylsulfamate",166558,https://pubchem.ncbi.nlm.nih.gov/compound/166558,https://www.ebi.ac.uk/unichem/rest/inchikey/PTQXTEKSNBVPQJ-UHFFFAOYSA-N,"BRD-K67901620-001-04-9,BRD-K67901620-001-03-8,BRD-K67901620-001-02-0",,cell body,"0,2","-7,95",8697,yes,well level
ESP0025761,E8,Homo sapiens,NCBITaxon,NCBITaxon_9606,Severe acute respiratory syndrome coronavirus 2,NCBITaxon,NCBITaxon_2697049,Caco-2,EFO,EFO_0001099,SPE_K23228615,"Apitolisib (GDC-0980, RG7422)",C[C@H](O)C(=O)N1CCN(Cc2sc3c(nc(nc3c2C)-c2cnc(N)nc2)N2CCOCC2)CC1,"(2S)-1-(4-{[2-(2-amino-5-pyrimidinyl)-7-methyl-4-(4-morpholinyl)thieno[3,2-d]pyrimidin-6-yl]methyl}-1-piperazinyl)-1-oxo-2-propanol",25254071,https://pubchem.ncbi.nlm.nih.gov/compound/25254071,https://www.ebi.ac.uk/unichem/rest/inchikey/YOVVNQKCSKSHKT-HNNXBMFYSA-N,"BRD-K23228615-001-02-8,BRD-K23228615-001-04-9,BRD-K23228615-001-03-6",,cell body,"0,2","-3,93",9449,yes,well level
ESP0025761,E9,Homo sapiens,NCBITaxon,NCBITaxon_9606,Severe acute respiratory syndrome coronavirus 2,NCBITaxon,NCBITaxon_2697049,Caco-2,EFO,EFO_0001099,SPE_K82804538,RO5126766 (CH5126766),CNS(=O)(=O)Nc1nccc(Cc2c(C)c3ccc(Oc4ncccn4)cc3oc2=O)c1F,N-(3-fluoro-4-{[4-methyl-2-oxo-7-(2-pyrimidinyloxy)-2H-chromen-3-yl]methyl}-2-pyridinyl)-N'-methylsulfamide,16719221,https://pubchem.ncbi.nlm.nih.gov/compound/16719221,https://www.ebi.ac.uk/unichem/rest/inchikey/LMMJFBMMJUMSJS-UHFFFAOYSA-N,"BRD-K82804538-001-03-6,BRD-K82804538-001-01-0,BRD-K82804538-001-02-8",,cell body,"0,2","-17,62",6891,yes,well level
ESP0025761,E10,Homo sapiens,NCBITaxon,NCBITaxon_9606,Severe acute respiratory syndrome coronavirus 2,NCBITaxon,NCBITaxon_2697049,Caco-2,EFO,EFO_0001099,SPE_A95939040,Sertaconazole nitrate,Clc1ccc(C(Cn2ccnc2)OCc2csc3c(Cl)cccc23)c(Cl)c1,"(7-chloro-1-benzothien-3-yl)methyl 1-(2,4-dichlorophenyl)-2-(1H-imidazol-1-yl)ethyl ether",65863,https://pubchem.ncbi.nlm.nih.gov/compound/65863,https://www.ebi.ac.uk/unichem/rest/inchikey/JLGKQTAYUIMGRK-UHFFFAOYSA-N,,,cell body,"0,2","15,5",13079,yes,well level
ESP0025761,E11,,,,,,,,,,,,,,,,,,positive,cell body,0,"3,59",10853,,
ESP0025761,E12,,,,,,,,,,,,,,,,,,negative,cell body,0,"100,98",29046,,
ESP0025761,F2,Homo sapiens,NCBITaxon,NCBITaxon_9606,Severe acute respiratory syndrome coronavirus 2,NCBITaxon,NCBITaxon_2697049,Caco-2,EFO,EFO_0001099,SPE_K13662825,Dinaciclib (SCH727965),CCc1cnn2c(NCc3ccc[n+]([O-])c3)cc(nc12)N1CCCC[C@H]1CCO,"2-[(2S)-1-[3-ethyl-7-[(1-oxidopyridin-1-ium-3-yl)methylamino]pyrazolo[1,5-a]pyrimidin-5-yl]-2-piperidyl]ethanol",46926350,https://pubchem.ncbi.nlm.nih.gov/compound/46926350,https://www.ebi.ac.uk/unichem/rest/inchikey/PIMQWRZWLQKKBJ-SFHVURJKSA-N,"BRD-K13662825-001-07-5,BRD-K13662825-001-04-2",,cell body,63,"-32,07",4191,yes,well level
ESP0025761,F3,Homo sapiens,NCBITaxon,NCBITaxon_9606,Severe acute respiratory syndrome coronavirus 2,NCBITaxon,NCBITaxon_2697049,Caco-2,EFO,EFO_0001099,SPE_K16810791,LGK-974,Cc1cc(ccn1)-c1ncc(CC(=O)Nc2ccc(cn2)-c2cnccn2)cc1C,2-[5-methyl-6-(2-methyl-4-pyridyl)-3-pyridyl]-N-(5-pyrazin-2-yl-2-pyridyl)acetamide,46926973,https://pubchem.ncbi.nlm.nih.gov/compound/46926973,https://www.ebi.ac.uk/unichem/rest/inchikey/XXYGTCZJJLTAGH-UHFFFAOYSA-N,"BRD-K16810791-001-02-9,BRD-K16810791-001-01-0",,cell body,63,"13,29",12665,yes,well level
ESP0025761,F4,Homo sapiens,NCBITaxon,NCBITaxon_9606,Severe acute respiratory syndrome coronavirus 2,NCBITaxon,NCBITaxon_2697049,Caco-2,EFO,EFO_0001099,SPE_K42191735,BKM120 (NVP-BKM120),Nc1cc(c(cn1)-c1cc(nc(n1)N1CCOCC1)N1CCOCC1)C(F)(F)F,"5-[2,6-di(4-morpholinyl)-4-pyrimidinyl]-4-(trifluoromethyl)-2-pyridinamine",16654980,https://pubchem.ncbi.nlm.nih.gov/compound/16654980,https://www.ebi.ac.uk/unichem/rest/inchikey/CWHUFRVAEUJCEF-UHFFFAOYSA-N,"BRD-K42191735-001-08-7,BRD-K42191735-001-05-3",,cell body,63,"3,97",10925,yes,well level
ESP0025761,F5,Homo sapiens,NCBITaxon,NCBITaxon_9606,Severe acute respiratory syndrome coronavirus 2,NCBITaxon,NCBITaxon_2697049,Caco-2,EFO,EFO_0001099,SPE_K95880107,PH-797804,CNC(=O)c1ccc(C)c(c1)-n1c(C)cc(OCc2ccc(F)cc2F)c(Br)c1=O,"3-(3-bromo-4-[(2,4-difluorobenzyl)oxy]-6-methyl-2-oxo-1(2H)-pyridinyl)-N,4-dimethylbenzamide",22049997,https://pubchem.ncbi.nlm.nih.gov/compound/22049997,https://www.ebi.ac.uk/unichem/rest/inchikey/KCAJXIDMCNPGHZ-UHFFFAOYSA-N,"BRD-K95880107-001-03-9,BRD-K95880107-001-02-4",,cell body,63,"8,59",11788,yes,well level
